Age,DistanceFromHome,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_worked_hours,total_worked_hours,worked_days,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Education_Associate,Education_Bachelor,Education_HighSchool,Education_Master,Education_PhD,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,StockOptionLevel_High,StockOptionLevel_Low,StockOptionLevel_Medium,StockOptionLevel_None,EnvironmentSatisfaction_Excellent,EnvironmentSatisfaction_Fair,EnvironmentSatisfaction_Good,EnvironmentSatisfaction_Poor,JobSatisfaction_Dissatisfied,JobSatisfaction_Neutral,JobSatisfaction_Satisfied,JobSatisfaction_Very Satisfied,WorkLifeBalance_Average,WorkLifeBalance_Excellent,WorkLifeBalance_Good,WorkLifeBalance_Poor,JobInvolvement_Fully Committed,JobInvolvement_Highly Engaged,JobInvolvement_Moderately Engaged,JobInvolvement_Not Engaged,PerformanceRating_Good,PerformanceRating_Outstanding,Attrition
-0.5391662584750891,-0.270543951856408,-0.05778754527941421,-0.6809794799321182,2.128689762090595,1.855984331273588,-0.6781451935964218,0.9316033855643252,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,-1.2835664845746573,-1.1647258012628157,0.6786459572877787,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
-1.5246829204846812,0.3464272073569334,-0.05778754527941421,0.2171677809448602,-0.67846359583741,-0.3305890744344257,-1.0637663107321846,-0.6201892226844656,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,1.1293986175469393,1.010674462032793,-0.4116377117975041,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
0.9938596602064987,-1.0109093429124179,-0.05778754527941421,0.6822835495892192,-0.67846359583741,1.855984331273588,-0.2925240764606589,-2.1719818309332566,0.32522751910309133,0.5625759024789769,0.8065414765793012,-1.1218317166513363,-0.9703197294294295,1.042073846982873,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True
-0.8676718124782865,2.4441291486822943,-0.9614863916702531,-0.8915458237998932,-0.67846359583741,-0.6039107501479274,-0.5496048212178342,-2.1719818309332566,-0.0013328996684553085,-0.6791456840737199,0.8065414765793012,2.0829314568330335,2.29313278815521,1.7689296263730614,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
-0.3201625558062908,0.7166099028849382,-0.05778754527941421,0.41647275627076646,-0.2774416875619807,-0.6039107501479274,-0.42106444883924654,-0.6201892226844656,-0.4911735278257753,-0.3687152874355457,-0.3148734873096303,0.06376445622759604,0.2606289229923762,1.5872156815255143,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
-0.10115885313749257,-1.0109093429124179,-0.9614863916702531,-0.21607618993949249,1.7276678538151657,-0.8772324258614291,-0.16398370408207127,-0.6201892226844656,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,-0.8954627482716973,-1.0234424601817498,-1.5019213808827867,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
-1.9626903258222779,-0.14714972001373974,-0.05778754527941421,2.011974952136683,-0.67846359583741,1.5826626555600865,-1.32084705548936,-0.6201892226844656,-0.9810141559830953,-0.3687152874355457,-1.1559347102263289,-0.36768742350154543,-0.471480997801045,-0.9567795463401454,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True
2.08887817355049,0.7166099028849382,-0.05778754527941421,-0.6780047788078508,2.5297116703660243,1.036019304133083,-0.5496048212178342,-1.3960855268088612,-0.32789331844000197,0.5625759024789769,-0.3148734873096303,0.979460393268172,0.8143602208388598,-0.7750656014925983,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
-1.8531884744878788,-0.14714972001373974,0.8459113011114247,-0.6457080237443777,-0.67846359583741,1.3093409798465847,-1.1923066831107725,0.15570708143992978,-0.8177339465973219,-0.6791456840737199,-0.5952272282818631,1.0530147363388265,1.1858957186300736,1.22378779183042,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
0.22734670086570485,-1.0109093429124179,-0.9614863916702531,-0.6012999855321023,0.12358022071344858,-0.3305890744344257,0.9928796473252175,0.15570708143992978,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-0.9039199164833202,-0.8353762726649054,0.3152180675926844,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
